OrderNumber,EventStartTime,EventName,TicketType,OrganizationCategoryName,OrganizationName,OrganizationZipCode,OrganizationState,Quantity,OrganizationCity,School District,School Type
101694205,12/5/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Abram S. Jenks School,19148,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
101694205,12/5/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Abram S. Jenks School,19148,Philadelphia,56,Pennsylvania,Philadelphia City SD,Public
101694205,12/6/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Abram S. Jenks School,19148,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
101694205,12/6/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Abram S. Jenks School,19148,Philadelphia,56,Pennsylvania,Philadelphia City SD,Public
101729256,1/6/2025,Admission,Adult,PreK-12,The Shipley School,19010-3525,Bryn Mawr,1,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,12th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,-1,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,Adult,PreK-12,The Shipley School,19010-3525,Bryn Mawr,-4,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,9th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,-10,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,10th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,-10,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,11th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,-10,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,12th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,-9,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,Adult,PreK-12,The Shipley School,19010-3525,Bryn Mawr,3,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,9th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,10,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,10th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,10,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,11th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,10,PA,Unaffiliated,Private
101729256,1/6/2025,Admission,12th Grade Student,PreK-12,The Shipley School,19010-3525,Bryn Mawr,10,PA,Unaffiliated,Private
101750973,1/6/2025,Gallery Lessons,Adult,PreK-12 Free,Rhawnhurst -Bright Futures,19152-3603,Philadelphia,7,Pennsylvania,Philadelphia City SD,Public
101750973,1/6/2025,Gallery Lessons,Pre-K Student,PreK-12 Free,Rhawnhurst -Bright Futures,19152-3603,Philadelphia,20,Pennsylvania,Philadelphia City SD,Public
101750973,1/6/2025,Gallery Lessons,Adult,PreK-12 Free,Rhawnhurst -Bright Futures,19152-3603,Philadelphia,-7,Pennsylvania,Philadelphia City SD,Public
101750973,1/6/2025,Gallery Lessons,Pre-K Student,PreK-12 Free,Rhawnhurst -Bright Futures,19152-3603,Philadelphia,-20,Pennsylvania,Philadelphia City SD,Public
101751915,1/6/2025,Gallery Lessons,Adult,PreK-12,Riverside High School,8075,Riverside,3,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,9th Grade Student + Special Exhibition,PreK-12,Riverside High School,8075,Riverside,10,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12,Riverside High School,8075,Riverside,10,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12,Riverside High School,8075,Riverside,10,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12,Riverside High School,8075,Riverside,10,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,Adult,PreK-12,Riverside High School,8075,Riverside,-3,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,9th Grade Student + Special Exhibition,PreK-12,Riverside High School,8075,Riverside,-10,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12,Riverside High School,8075,Riverside,-10,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12,Riverside High School,8075,Riverside,-10,New Jersey,Riverside Township Public Schools,Public
101751915,1/6/2025,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12,Riverside High School,8075,Riverside,-10,New Jersey,Riverside Township Public Schools,Public
101768010,1/6/2025,Gallery Lessons,Adult,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,6,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,15,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,15,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,15,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,15,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,Adult,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,-6,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,-15,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,-15,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,-15,Pennsylvania,Philadelphia City SD,Public
101768010,1/6/2025,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Strawberry Mansion High School,19132,Philadelphia,-15,Pennsylvania,Philadelphia City SD,Public
101686004,1/7/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Alexander K. McClure School,19140-2516,Philadelphia,1,PA,Philadelphia City SD,Public
101686004,1/7/2025,Gallery Lessons,3rd Grade Student Partner + Special Exhibition,PreK-12 Free,OSP Alexander K. McClure School,19140-2516,Philadelphia,-15,PA,Philadelphia City SD,Public
101686004,1/7/2025,Gallery Lessons,Adult,PreK-12 Free,Alexander K. McClure School,19140-2516,Philadelphia,6,PA,Philadelphia City SD,Public
101686004,1/7/2025,Gallery Lessons,3rd Grade Student Partner + Special Exhibition,PreK-12 Free,Alexander K. McClure School,19140-2516,Philadelphia,60,PA,Philadelphia City SD,Public
101742647,1/7/2025,Gallery Lessons,Adult,PreK-12 Free,Esperanza Academy Charter School,19140,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
101742647,1/7/2025,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12 Free,Esperanza Academy Charter School,19140,Philadelphia,10,Pennsylvania,Unaffiliated,Charter
101742647,1/7/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Esperanza Academy Charter School,19140,Philadelphia,10,Pennsylvania,Unaffiliated,Charter
101742647,1/7/2025,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12 Free,Esperanza Academy Charter School,19140,Philadelphia,-3,Pennsylvania,Unaffiliated,Charter
101742647,1/7/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Esperanza Academy Charter School,19140,Philadelphia,-3,Pennsylvania,Unaffiliated,Charter
101751619,1/7/2025,Gallery Lessons,Adult,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,2,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,9th Grade Student + Special Exhibition,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,5,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,5,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,5,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,5,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,Adult,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,-2,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,9th Grade Student + Special Exhibition,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,-5,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,-5,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,-5,PA,Philadelphia City SD,Public
101751619,1/7/2025,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,-5,PA,Philadelphia City SD,Public
101768813,1/7/2025,Gallery Lessons,Adult,PreK-12,Pennsauken High School,8110,Pennsauken,2,New Jersey,Pennsauken SD,Public
101768813,1/7/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12,Pennsauken High School,8110,Pennsauken,8,New Jersey,Pennsauken SD,Public
101768813,1/7/2025,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12,Pennsauken High School,8110,Pennsauken,7,New Jersey,Pennsauken SD,Public
101768813,1/7/2025,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12,Pennsauken High School,8110,Pennsauken,1,New Jersey,Pennsauken SD,Public
101768813,1/7/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12,Pennsauken High School,8110,Pennsauken,1,New Jersey,Pennsauken SD,Public
101768813,1/7/2025,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12,Pennsauken High School,8110,Pennsauken,-2,New Jersey,Pennsauken SD,Public
101768813,1/7/2025,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12,Pennsauken High School,8110,Pennsauken,-2,New Jersey,Pennsauken SD,Public
101686506,1/8/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Alexander K. McClure School,19140-2516,Philadelphia,1,PA,Philadelphia City SD,Public
101686506,1/8/2025,Gallery Lessons,3rd Grade Student Partner + Special Exhibition,PreK-12 Free,OSP Alexander K. McClure School,19140-2516,Philadelphia,-6,PA,Philadelphia City SD,Public
101686506,1/8/2025,Gallery Lessons,Adult,PreK-12 Free,Alexander K. McClure School,19140-2516,Philadelphia,3,PA,Philadelphia City SD,Public
101686506,1/8/2025,Gallery Lessons,3rd Grade Student Partner + Special Exhibition,PreK-12 Free,Alexander K. McClure School,19140-2516,Philadelphia,30,PA,Philadelphia City SD,Public
101699404,1/8/2025,Gallery Lessons,7th Grade Student Partner + Special Exhibition,PreK-12 Free,Thomas Holme School,19114,Philadelphia,-20,Pennsylvania,Philadelphia City SD,Public
101699404,1/8/2025,Gallery Lessons,Adult,PreK-12 Free,Thomas Holme School,19114,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
101699404,1/8/2025,Gallery Lessons,7th Grade Student Partner + Special Exhibition,PreK-12 Free,Thomas Holme School,19114,Philadelphia,40,Pennsylvania,Philadelphia City SD,Public
101699404,1/8/2025,Gallery Lessons,7th Grade Student Partner + Special Exhibition,PreK-12 Free,Thomas Holme School,19114,Philadelphia,10,Pennsylvania,Philadelphia City SD,Public
101699404,1/8/2025,Gallery Lessons,Adult,PreK-12 Free,Thomas Holme School,19114,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public
101694391,11/21/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,John H. Taggart School,19148-3921,Philadelphia,4,PA,Philadelphia City SD,Public
101694391,11/21/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,John H. Taggart School,19148-3921,Philadelphia,50,PA,Philadelphia City SD,Public
101694391,11/22/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,John H. Taggart School,19148-3921,Philadelphia,4,PA,Philadelphia City SD,Public
101694391,11/22/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,John H. Taggart School,19148-3921,Philadelphia,50,PA,Philadelphia City SD,Public
101737455,1/9/2025,Admission,Adult,PreK-12,Emmaus HS,18049,Emmaus,2,Pennsylvania,East Penn SD,Public
101737455,1/9/2025,Admission,10th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,8,Pennsylvania,East Penn SD,Public
101737455,1/9/2025,Admission,11th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,8,Pennsylvania,East Penn SD,Public
101737455,1/9/2025,Admission,12th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,9,Pennsylvania,East Penn SD,Public
101739204,1/9/2025,Admission,Adult,PreK-12,Emmaus HS,18049,Emmaus,2,Pennsylvania,East Penn SD,Public
101739204,1/9/2025,Admission,10th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,8,Pennsylvania,East Penn SD,Public
101739204,1/9/2025,Admission,11th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,8,Pennsylvania,East Penn SD,Public
101739204,1/9/2025,Admission,12th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,9,Pennsylvania,East Penn SD,Public
101785114,1/9/2025,Admission,Adult,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,2,PA,Unaffiliated,Charter
101785114,1/9/2025,Admission,9th Grade Student,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,8,PA,Unaffiliated,Charter
101785114,1/9/2025,Admission,10th Grade Student,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,8,PA,Unaffiliated,Charter
101694900,10/31/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,John Welsh School,19133-2933,Philadelphia,2,PA,Philadelphia City SD,Public
101694900,10/31/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,John Welsh School,19133-2933,Philadelphia,22,PA,Philadelphia City SD,Public
101694900,11/1/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,John Welsh School,19133-2933,Philadelphia,2,PA,Philadelphia City SD,Public
101694900,11/1/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,John Welsh School,19133-2933,Philadelphia,22,PA,Philadelphia City SD,Public
101737455,1/10/2025,Admission,Adult,PreK-12,Emmaus HS,18049,Emmaus,2,Pennsylvania,East Penn SD,Public
101737455,1/10/2025,Admission,10th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,8,Pennsylvania,East Penn SD,Public
101737455,1/10/2025,Admission,11th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,8,Pennsylvania,East Penn SD,Public
101737455,1/10/2025,Admission,12th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,9,Pennsylvania,East Penn SD,Public
101737455,1/10/2025,Admission,Adult,PreK-12,Emmaus HS,18049,Emmaus,-2,Pennsylvania,East Penn SD,Public
101737455,1/10/2025,Admission,10th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,-8,Pennsylvania,East Penn SD,Public
101737455,1/10/2025,Admission,11th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,-8,Pennsylvania,East Penn SD,Public
101737455,1/10/2025,Admission,12th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,-9,Pennsylvania,East Penn SD,Public
101739204,1/10/2025,Admission,Adult,PreK-12,Emmaus HS,18049,Emmaus,2,Pennsylvania,East Penn SD,Public
101739204,1/10/2025,Admission,10th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,8,Pennsylvania,East Penn SD,Public
101739204,1/10/2025,Admission,11th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,8,Pennsylvania,East Penn SD,Public
101739204,1/10/2025,Admission,12th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,9,Pennsylvania,East Penn SD,Public
101739204,1/10/2025,Admission,Adult,PreK-12,Emmaus HS,18049,Emmaus,-2,Pennsylvania,East Penn SD,Public
101739204,1/10/2025,Admission,10th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,-8,Pennsylvania,East Penn SD,Public
101739204,1/10/2025,Admission,11th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,-8,Pennsylvania,East Penn SD,Public
101739204,1/10/2025,Admission,12th Grade Student,PreK-12,Emmaus HS,18049,Emmaus,-9,Pennsylvania,East Penn SD,Public
101702182,1/13/2025,Gallery Lessons,Adult,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,-1,Pennsylvania,Philadelphia City SD,Public
101702182,1/13/2025,Gallery Lessons,Adult,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,6,Pennsylvania,Philadelphia City SD,Public
101702182,1/13/2025,Gallery Lessons,1st Grade Student,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,23,Pennsylvania,Philadelphia City SD,Public
101702182,1/13/2025,Gallery Lessons,2nd Grade Student,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,22,Pennsylvania,Philadelphia City SD,Public
101729083,1/13/2025,Gallery Lessons,Adult,PreK-12 Free,Add B. Anderson School,19143,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public
101729083,1/13/2025,Gallery Lessons,Adult,PreK-12 Free,Add B. Anderson School,19143,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
101729083,1/13/2025,Gallery Lessons,Pre-K Student,PreK-12 Free,Add B. Anderson School,19143,Philadelphia,20,Pennsylvania,Philadelphia City SD,Public
101697722,1/14/2025,Gallery Lessons,5th Grade Student Partner,PreK-12 Free,John F. McCloskey School,19150,Philadelphia,-1,Pennsylvania,Philadelphia City SD,Public
101697722,1/14/2025,Gallery Lessons,Adult,PreK-12 Free,John F. McCloskey School,19150,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public
101697722,1/14/2025,Gallery Lessons,5th Grade Student Partner,PreK-12 Free,John F. McCloskey School,19150,Philadelphia,18,Pennsylvania,Philadelphia City SD,Public
101704506,1/14/2025,Gallery Lessons,3rd Grade Student Partner,PreK-12 Free,John F. McCloskey School,19150,Philadelphia,-7,Pennsylvania,Philadelphia City SD,Public
101704506,1/14/2025,Gallery Lessons,Adult,PreK-12 Free,John F. McCloskey School,19150,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public
101704506,1/14/2025,Gallery Lessons,3rd Grade Student Partner,PreK-12 Free,John F. McCloskey School,19150,Philadelphia,28,Pennsylvania,Philadelphia City SD,Public
101721303,1/14/2025,Gallery Lessons,3rd Grade Student,PreK-12 Free,OSP Martha Washington School,19104,Philadelphia,-5,Pennsylvania,Philadelphia City SD,Public
101721303,1/14/2025,Gallery Lessons,3rd Grade Student,PreK-12 Free,OSP Martha Washington School,19104,Philadelphia,-7,Pennsylvania,Philadelphia City SD,Public
101721303,1/14/2025,Gallery Lessons,Adult,PreK-12 Free,Martha Washington School,19104,Philadelphia,6,Pennsylvania,Philadelphia City SD,Public
101721303,1/14/2025,Gallery Lessons,3rd Grade Student,PreK-12 Free,Martha Washington School,19104,Philadelphia,22,Pennsylvania,Philadelphia City SD,Public
101729085,1/14/2025,Gallery Lessons,5th Grade Student Partner,PreK-12 Free,OSP Martha Washington School,19104,Philadelphia,-1,Pennsylvania,Philadelphia City SD,Public
101729085,1/14/2025,Gallery Lessons,5th Grade Student Partner,PreK-12 Free,OSP Martha Washington School,19104,Philadelphia,-3,Pennsylvania,Philadelphia City SD,Public
101729085,1/14/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Martha Washington School,19104,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public
101729085,1/14/2025,Gallery Lessons,5th Grade Student Partner,PreK-12 Free,OSP Martha Washington School,19104,Philadelphia,15,Pennsylvania,Philadelphia City SD,Public
101694102,1/15/2025,Gallery Lessons,Adult,PreK-12 Free,Bache-Martin School,19130-1905,Philadelphia,1,PA,Philadelphia City SD,Public
101694102,1/15/2025,Gallery Lessons,7th Grade Student Partner,PreK-12 Free,Bache-Martin School,19130-1905,Philadelphia,-3,PA,Philadelphia City SD,Public
101694102,1/15/2025,Gallery Lessons,7th Grade Student Partner,PreK-12 Free,Bache-Martin School,19130-1905,Philadelphia,-11,PA,Philadelphia City SD,Public
101694102,1/15/2025,Gallery Lessons,Adult,PreK-12 Free,Bache-Martin School,19130-1905,Philadelphia,4,PA,Philadelphia City SD,Public
101694102,1/15/2025,Gallery Lessons,7th Grade Student Partner,PreK-12 Free,Bache-Martin School,19130-1905,Philadelphia,38,PA,Philadelphia City SD,Public
101751908,1/15/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,2,PA,Philadelphia City SD,Public
101751908,1/15/2025,Gallery Lessons,3rd Grade Student,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,26,PA,Philadelphia City SD,Public
101751908,1/15/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,-2,PA,Philadelphia City SD,Public
101751908,1/15/2025,Gallery Lessons,3rd Grade Student,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,-26,PA,Philadelphia City SD,Public
101769108,1/15/2025,Gallery Lessons,Adult,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public
101769108,1/15/2025,Gallery Lessons,8th Grade Student,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,34,Pennsylvania,Philadelphia City SD,Public
101769108,1/15/2025,Gallery Lessons,Adult,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,-3,Pennsylvania,Philadelphia City SD,Public
101769108,1/15/2025,Gallery Lessons,8th Grade Student,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,-34,Pennsylvania,Philadelphia City SD,Public
101695703,5/15/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,4,Pennsylvania,Unaffiliated,Charter
101695703,5/15/2025,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,54,Pennsylvania,Unaffiliated,Charter
101695703,5/16/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,4,Pennsylvania,Unaffiliated,Charter
101695703,5/16/2025,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,54,Pennsylvania,Unaffiliated,Charter
101698405,12/11/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,1,PA,Philadelphia City SD,Public
101698405,12/11/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,13,PA,Philadelphia City SD,Public
101698405,12/12/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,1,PA,Philadelphia City SD,Public
101698405,12/12/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,13,PA,Philadelphia City SD,Public
101698509,11/7/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,General George G. Meade School,19121,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public
101698509,11/7/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,General George G. Meade School,19121,Philadelphia,35,Pennsylvania,Philadelphia City SD,Public
101792468,1/17/2025,Admission,Adult,PreK-12,Friends Select School,19103-1222,Philadelphia,4,PA,Unaffiliated,Private
101792468,1/17/2025,Admission,8th Grade Student,PreK-12,Friends Select School,19103-1222,Philadelphia,49,PA,Unaffiliated,Private
101792468,1/17/2025,Admission,8th Grade Student,PreK-12,Friends Select School,19103-1222,Philadelphia,-9,PA,Unaffiliated,Private
101682686,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Olney School,19120-3246,Philadelphia,-3,PA,Philadelphia City SD,Public
101682686,1/21/2025,Gallery Lessons,5th Grade Student Partner,PreK-12 Free,OSP Olney School,19120-3246,Philadelphia,-24,PA,Philadelphia City SD,Public
101682686,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,Olney School,19120-3246,Philadelphia,3,PA,Philadelphia City SD,Public
101682686,1/21/2025,Gallery Lessons,5th Grade Student Partner,PreK-12 Free,Olney School,19120-3246,Philadelphia,24,PA,Philadelphia City SD,Public
101715803,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Olney School,19120-3246,Philadelphia,-1,PA,Philadelphia City SD,Public
101715803,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Olney School,19120-3246,Philadelphia,-5,PA,Philadelphia City SD,Public
101715803,1/21/2025,Gallery Lessons,3rd Grade Student Partner,PreK-12 Free,OSP Olney School,19120-3246,Philadelphia,-60,PA,Philadelphia City SD,Public
101715803,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,Olney School,19120-3246,Philadelphia,6,PA,Philadelphia City SD,Public
101715803,1/21/2025,Gallery Lessons,3rd Grade Student Partner,PreK-12 Free,Olney School,19120-3246,Philadelphia,60,PA,Philadelphia City SD,Public
101737914,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,3,PA,Philadelphia City SD,Public
101737914,1/21/2025,Gallery Lessons,3rd Grade Student,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,24,PA,Philadelphia City SD,Public
101737914,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,-3,PA,Philadelphia City SD,Public
101737914,1/21/2025,Gallery Lessons,3rd Grade Student,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,-24,PA,Philadelphia City SD,Public
101793629,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,3,PA,Philadelphia City SD,Public
101793629,1/21/2025,Gallery Lessons,3rd Grade Student,PreK-12 Free,OSP Benjamin Franklin School,19120-1629,Philadelphia,24,PA,Philadelphia City SD,Public
101698599,1/22/2025,Gallery Lessons,7th Grade Student Partner,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,-10,PA,Unaffiliated,Charter
101698599,1/22/2025,Gallery Lessons,Adult,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,4,PA,Unaffiliated,Charter
101698599,1/22/2025,Gallery Lessons,7th Grade Student Partner,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,50,PA,Unaffiliated,Charter
101715903,1/22/2025,Gallery Lessons,3rd Grade Student Partner,PreK-12 Free,OSP Olney School,19120-3246,Philadelphia,-11,PA,Philadelphia City SD,Public
